match_id,innings,team,batsman_id,batsman_position,runs,balls,fours,sixes,strikerate,isout,wickettype,fielders,bowler_id
419122,1,KKR,7568,1,75,60,7,2,125.00,TRUE,lbw,,7678
419122,1,KKR,2024,2,31,34,5,0,91.17,TRUE,bowled,,7139
419122,1,KKR,6377,3,31,23,3,0,134.78,TRUE,bowled,,7678
419122,1,KKR,47023,4,3,3,0,0,100.00,FALSE,not out,{-},
419148,1,KKR,2024,1,33,32,2,2,103.12,TRUE,caught,{1973},10556
419122,1,KKR,17752,5,,,,,,FALSE,DNB,,
419148,1,KKR,7568,2,34,15,6,1,226.66,TRUE,caught,{2281},2232
419122,1,KKR,59601,6,,,,,,FALSE,DNB,,
419148,1,KKR,10384,3,45,36,5,2,125.00,TRUE,caught,{10556},1973
419122,1,KKR,51216,7,,,,,,FALSE,DNB,,
419148,1,KKR,47624,4,0,2,0,0,0.00,TRUE,caught,{12049},2232
419122,1,KKR,7136,8,,,,,,FALSE,DNB,,
419148,1,KKR,47023,5,1,2,0,0,50.00,TRUE,caught,{44930},10556
419122,1,KKR,56442,9,,,,,,FALSE,DNB,,
419148,1,KKR,51216,6,13,15,0,1,86.66,TRUE,caught,{10556},47154
419122,1,KKR,10280,10,,,,,,FALSE,DNB,,
419148,1,KKR,17752,7,16,8,0,2,200.00,TRUE,run out,"{8742,2232}",
419122,1,KKR,49327,11,,,,,,FALSE,DNB,,
419148,1,KKR,7129,8,6,6,0,0,100.00,FALSE,not out,{-},
419122,2,Mumbai,15887,1,23,21,4,0,109.52,TRUE,caught,{2024},7136
419148,1,KKR,48965,9,0,1,0,0,0.00,TRUE,run out,{8742},
419122,2,Mumbai,1934,2,71,48,10,0,147.91,FALSE,not out,{-},
419148,1,KKR,49327,10,0,2,0,0,0.00,TRUE,caught,{8742},10556
548354,1,Royals,2281,1,46,39,8,0,117.94,TRUE,caught,{54010},12601
419122,2,Mumbai,15317,3,30,24,3,1,125.00,TRUE,caught,{2024},49327
419148,1,KKR,50377,11,1,1,0,0,100.00,FALSE,not out,{-},
548354,1,Royals,51096,2,5,6,1,0,83.33,TRUE,caught,{50884},12601
419122,2,Mumbai,49040,4,7,7,1,0,100.00,TRUE,lbw,,49327
419148,2,RCB,7575,1,27,29,3,0,93.10,TRUE,bowled,,48965
548354,1,Royals,10125,3,36,17,4,2,211.76,TRUE,caught,{12601},47185
419122,2,Mumbai,7519,5,21,11,3,0,190.90,FALSE,not out,{-},
419148,2,RCB,2232,2,8,11,0,0,72.72,TRUE,caught,{7568},48965
548354,1,Royals,58116,4,34,27,1,2,125.92,TRUE,caught,{66725},47185
548354,1,Royals,6253,5,36,23,2,2,156.52,TRUE,caught,{10129},12601
419148,2,RCB,2281,3,52,35,5,2,148.57,TRUE,caught,{7129},47023
419148,2,RCB,8742,4,50,22,4,4,227.27,FALSE,not out,{-},
548354,1,Royals,10401,6,14,8,2,0,175.00,FALSE,not out,{-},
419122,2,Mumbai,55296,6,,,,,,FALSE,DNB,,
419148,2,RCB,44930,5,14,6,1,1,233.33,FALSE,not out,{-},
548354,1,Royals,10553,7,0,1,0,0,0.00,TRUE,caught,{10129},12601
419122,2,Mumbai,45257,7,,,,,,FALSE,DNB,,
419122,2,Mumbai,45890,8,,,,,,FALSE,DNB,,
548354,1,Royals,55401,8,,,,,,FALSE,DNB,,
419148,2,RCB,12049,6,,,,,,FALSE,DNB,,
419122,2,Mumbai,7139,9,,,,,,FALSE,DNB,,
548354,1,Royals,8726,9,,,,,,FALSE,DNB,,
419148,2,RCB,49752,7,,,,,,FALSE,DNB,,
419122,2,Mumbai,7678,10,,,,,,FALSE,DNB,,
548354,1,Royals,17780,10,,,,,,FALSE,DNB,,
419148,2,RCB,10556,8,,,,,,FALSE,DNB,,
419122,2,Mumbai,45105,11,,,,,,FALSE,DNB,,
548354,1,Royals,9815,11,,,,,,FALSE,DNB,,
419148,2,RCB,48319,9,,,,,,FALSE,DNB,,
548354,2,Kings XI,10129,1,34,27,5,1,125.92,TRUE,bowled,,10401
419148,2,RCB,1973,10,,,,,,FALSE,DNB,,
419148,2,RCB,47154,11,,,,,,FALSE,DNB,,
548354,2,Kings XI,59601,2,7,6,0,1,116.66,TRUE,caught,{9815},10125
548354,2,Kings XI,50884,3,2,9,0,0,22.22,TRUE,caught,{17780},17780
548354,2,Kings XI,11984,4,8,6,2,0,133.33,TRUE,caught,{6253},9815
548354,2,Kings XI,4173,5,24,24,2,1,100.00,TRUE,bowled,,10553
548354,2,Kings XI,66725,6,23,24,2,0,95.83,TRUE,caught,{10401},10401
548354,2,Kings XI,47308,7,9,8,0,0,112.50,FALSE,not out,{-},
548354,2,Kings XI,47185,8,5,4,1,0,125.00,TRUE,bowled,,10125
548354,2,Kings XI,12601,9,3,5,0,0,60.00,TRUE,caught,{10401},17780
548354,2,Kings XI,48319,10,7,8,1,0,87.50,FALSE,not out,{-},
548354,2,Kings XI,54010,11,,,,,,FALSE,DNB,,
1216518,1,Royals,8742,1,19,13,2,1,146.15,TRUE,run out,{59339},
1216518,1,Royals,53320,2,30,32,2,0,93.75,TRUE,bowled,,79159
1216518,1,Royals,60806,3,36,26,3,1,138.46,TRUE,bowled,,59339
1216518,1,Royals,53271,4,9,12,0,0,75.00,TRUE,caught,{15308},63509
1216518,1,Royals,50281,5,19,15,2,0,126.66,TRUE,caught,{51454},59339
1216518,1,Royals,96392,6,20,12,2,1,166.66,TRUE,caught,{48739},59339
1216518,1,Royals,60628,7,2,3,0,0,66.66,FALSE,not out,{-},
1216518,1,Royals,72379,8,16,7,1,1,228.57,FALSE,not out,{-},
1216518,1,Royals,56596,9,,,,,,FALSE,DNB,,
1216518,1,Royals,69114,10,,,,,,FALSE,DNB,,
1216518,1,Royals,101306,11,,,,,,FALSE,DNB,,
1216518,2,Sunrisers,48739,1,4,4,1,0,100.00,TRUE,caught,{53320},72379
1216518,2,Sunrisers,52161,2,10,7,1,1,142.85,TRUE,bowled,,72379
1216518,2,Sunrisers,51454,3,83,47,4,8,176.59,FALSE,not out,{-},
1216518,2,Sunrisers,63509,4,52,51,6,0,101.96,FALSE,not out,{-},
1216518,2,Sunrisers,95319,5,,,,,,FALSE,DNB,,
1216518,2,Sunrisers,104814,6,,,,,,FALSE,DNB,,
1216518,2,Sunrisers,59339,7,,,,,,FALSE,DNB,,
1216518,2,Sunrisers,79159,8,,,,,,FALSE,DNB,,
1216518,2,Sunrisers,61797,9,,,,,,FALSE,DNB,,
1216518,2,Sunrisers,79597,10,,,,,,FALSE,DNB,,
1216518,2,Sunrisers,15308,11,,,,,,FALSE,DNB,,
548348,1,Chargers,9900,1,0,1,0,0,0.00,TRUE,bowled,,10238
548348,1,Chargers,15887,2,13,18,2,0,72.22,TRUE,bowled,,54282
548348,1,Chargers,12049,3,74,45,4,4,164.44,TRUE,caught,{50281},50121
548348,1,Chargers,9587,4,82,52,10,2,157.69,TRUE,bowled,,7804
548348,1,Chargers,45222,5,4,3,0,0,133.33,FALSE,not out,{-},
548348,1,Chargers,61318,6,2,2,0,0,100.00,FALSE,not out,{-},
548348,1,Chargers,60609,7,,,,,,FALSE,DNB,,
729287,1,Mumbai,6256,1,16,15,2,0,106.66,TRUE,caught,{61325},9505
548348,1,Chargers,59215,8,,,,,,FALSE,DNB,,
729287,1,Mumbai,55296,2,17,18,2,0,94.44,TRUE,caught,{55245},57444
548348,1,Chargers,12562,9,,,,,,FALSE,DNB,,
1216496,1,Royals,102743,1,6,6,1,0,100.00,TRUE,caught,{62022},62022
729287,1,Mumbai,8999,3,35,37,1,0,94.59,TRUE,caught,{46533},53330
548348,1,Chargers,47154,10,,,,,,FALSE,DNB,,
548348,1,Chargers,66142,11,,,,,,FALSE,DNB,,
1216496,1,Royals,50281,2,69,47,4,4,146.80,TRUE,caught,{51482},72103
729287,1,Mumbai,48405,4,2,5,0,0,40.00,TRUE,caught,{46533},61325
733989,1,Sunrisers,15887,1,33,20,7,0,165.00,TRUE,bowled,,10125
548348,2,Warriors,51454,1,0,1,0,0,0.00,TRUE,caught,{9587},60609
1304079,1,Mumbai,48405,1,0,2,0,0,0.00,TRUE,caught,{64864},101414
1216496,1,Royals,60806,3,74,32,1,9,231.25,TRUE,caught,{62022},66941
729287,1,Mumbai,49040,5,3,7,0,0,42.85,TRUE,caught,{47340},61325
733989,1,Sunrisers,35812,2,9,10,1,0,90.00,TRUE,caught,{51096},7520
548348,2,Warriors,8876,2,41,31,7,0,132.25,TRUE,run out,"{12562,9900}",
1304079,1,Mumbai,75325,2,0,1,0,0,0.00,TRUE,bowled,,101414
1216496,1,Royals,53891,4,0,0,0,0,0.00,TRUE,run out,"{95094,51482}",
729287,1,Mumbai,51057,6,18,19,2,0,94.73,TRUE,caught,{49752},53330
733989,1,Sunrisers,60530,3,18,18,2,0,100.00,TRUE,bowled,,7520
548348,2,Warriors,2024,3,45,40,5,1,112.50,TRUE,caught,{12049},15887
1304079,1,Mumbai,95429,3,4,7,0,0,57.14,TRUE,caught,{7593},101414
1216496,1,Royals,8742,5,5,9,0,0,55.55,TRUE,caught,{46933},47185
729287,1,Mumbai,7139,7,8,8,1,0,100.00,TRUE,bowled,,57444
733989,1,Sunrisers,12701,4,17,19,1,0,89.47,TRUE,bowled,,7520
548348,2,Warriors,50281,4,47,27,3,2,174.07,FALSE,not out,{-},
1304079,1,Mumbai,61990,4,32,21,3,1,152.38,TRUE,caught,{101414},64864
1216496,1,Royals,60628,6,10,8,1,0,125.00,TRUE,lbw,,72103
729287,1,Mumbai,7678,8,0,2,0,0,0.00,TRUE,caught,{47340},48965
733989,1,Sunrisers,48739,5,6,7,0,0,85.71,TRUE,stumping,{60806},68573
548348,2,Warriors,8742,5,26,18,1,1,144.44,TRUE,caught,{9707},59215
1304079,1,Mumbai,104396,5,51,43,3,2,118.60,FALSE,not out,{-},
1216496,1,Royals,96392,7,6,4,1,0,150.00,TRUE,caught,{7593},72103
729287,1,Mumbai,45105,9,2,4,0,0,50.00,TRUE,run out,{7716},
733989,1,Sunrisers,47078,6,9,13,1,0,69.23,TRUE,caught,{51096},10125
548348,2,Warriors,7630,6,7,4,0,1,175.00,TRUE,caught,{9587},66142
1304079,1,Mumbai,104752,6,25,25,3,0,100.00,TRUE,caught,{8742},45257
1216496,1,Royals,67312,8,10,9,1,0,111.11,FALSE,not out,{-},
729287,1,Mumbai,48431,10,1,5,0,0,20.00,FALSE,not out,{-},
733989,1,Sunrisers,11399,7,21,21,2,0,100.00,FALSE,not out,{-},
548348,2,Warriors,10238,7,1,1,0,0,100.00,FALSE,not out,{-},
1304079,1,Mumbai,49040,7,14,9,1,1,155.55,TRUE,caught,{74975},101991
1216496,1,Royals,72379,9,27,8,0,4,337.50,FALSE,not out,{-},
729287,1,Mumbai,70640,11,1,1,0,0,100.00,FALSE,not out,{-},
733989,1,Sunrisers,15731,8,0,1,0,0,0.00,TRUE,caught,{60806},10125
548348,2,Warriors,50121,8,,,,,,FALSE,DNB,,
1304079,1,Mumbai,80807,8,5,3,1,0,166.66,TRUE,lbw,,45257
1216496,1,Royals,56596,10,,,,,,FALSE,DNB,,
729287,2,RCB,55245,1,12,8,2,0,150.00,TRUE,bowled,,45105
733989,1,Sunrisers,47154,9,9,8,1,0,112.50,TRUE,run out,{60806},
548348,2,Warriors,7136,9,,,,,,FALSE,DNB,,
1304079,1,Mumbai,59261,9,19,9,1,1,211.11,FALSE,not out,{-},
1216496,1,Royals,59261,11,,,,,,FALSE,DNB,,
729287,2,RCB,9900,2,57,45,7,0,126.66,FALSE,not out,{-},
733989,1,Sunrisers,12562,10,0,2,0,0,0.00,TRUE,run out,{60806},
548348,2,Warriors,54282,10,,,,,,FALSE,DNB,,
548348,2,Warriors,7804,11,,,,,,FALSE,DNB,,
1216496,2,Super Kings,49342,1,21,21,3,0,100.00,TRUE,caught,{67312},56596
729287,2,RCB,49752,3,0,2,0,0,0.00,TRUE,caught,{7139},7678
733989,1,Sunrisers,54282,11,0,1,0,0,0.00,FALSE,not out,{-},
1304079,1,Mumbai,89779,10,,,,,,FALSE,DNB,,
1216496,2,Super Kings,10125,2,33,21,1,4,157.14,TRUE,bowled,,60628
729287,2,RCB,7716,4,0,2,0,0,0.00,TRUE,lbw,,7678
733989,2,Royals,51096,1,0,3,0,0,0.00,TRUE,caught,{48739},54282
1304079,1,Mumbai,70640,11,,,,,,FALSE,DNB,,
1216496,2,Super Kings,46933,3,72,37,1,7,194.59,TRUE,caught,{60806},72379
729287,2,RCB,46533,5,45,48,3,1,93.75,FALSE,not out,{-},
733989,2,Royals,59600,2,12,9,3,0,133.33,TRUE,caught,{12701},47154
1304079,2,Super Kings,95094,1,0,1,0,0,0.00,TRUE,caught,{104396},80807
1216496,2,Super Kings,72103,4,17,6,1,2,283.33,TRUE,stumping,{60806},60628
729287,2,RCB,9505,6,,,,,,FALSE,DNB,,
733989,2,Royals,60806,3,16,16,1,1,100.00,TRUE,bowled,,15731
1304079,2,Super Kings,8742,2,30,25,2,2,120.00,TRUE,caught,{95429},59261
1216496,2,Super Kings,95094,5,0,1,0,0,0.00,TRUE,stumping,{60806},60628
729287,2,RCB,47340,7,,,,,,FALSE,DNB,,
733989,2,Royals,10125,4,11,10,1,0,110.00,TRUE,caught,{12701},47078
1304079,2,Super Kings,64864,3,11,9,2,0,122.22,TRUE,caught,{59261},80807
1216496,2,Super Kings,51482,6,22,16,3,0,137.50,TRUE,caught,{60806},67312
729287,2,RCB,48965,8,,,,,,FALSE,DNB,,
733989,2,Royals,10553,5,12,19,0,0,63.15,TRUE,run out,{48739},
1304079,2,Super Kings,8999,4,40,35,2,3,114.28,TRUE,caught,{49040},80807
1216496,2,Super Kings,7593,7,29,17,0,3,170.58,FALSE,not out,{-},
729287,2,RCB,53330,9,,,,,,FALSE,DNB,,
733989,2,Royals,50281,6,22,33,0,0,66.66,TRUE,caught,{11399},47154
1304079,2,Super Kings,74975,5,13,14,0,1,92.85,TRUE,caught,{75325},80807
1216496,2,Super Kings,49247,8,1,2,0,0,50.00,FALSE,not out,{-},
729287,2,RCB,61325,10,,,,,,FALSE,DNB,,
733989,2,Royals,7520,7,4,8,0,0,50.00,TRUE,caught,{48739},54282
1304079,2,Super Kings,49247,6,3,8,0,0,37.50,TRUE,caught,{104396},89779
1216496,2,Super Kings,47185,9,,,,,,FALSE,DNB,,
729287,2,RCB,57444,11,,,,,,FALSE,DNB,,
1304079,2,Super Kings,7593,7,28,13,3,1,215.38,FALSE,not out,{-},
1216496,2,Super Kings,62022,10,,,,,,FALSE,DNB,,
733989,2,Royals,50483,8,4,6,0,0,66.66,TRUE,caught,{35812},54282
1304079,2,Super Kings,54430,8,22,14,2,1,157.14,TRUE,lbw,,59261
1216496,2,Super Kings,66941,11,,,,,,FALSE,DNB,,
733989,2,Royals,50709,9,1,2,0,0,50.00,TRUE,caught,{54282},54282
1304079,2,Super Kings,45257,9,1,1,0,0,100.00,FALSE,not out,{-},
733989,2,Royals,51098,10,7,6,1,0,116.66,FALSE,not out,{-},
1304079,2,Super Kings,101414,10,,,,,,FALSE,DNB,,
733989,2,Royals,68573,11,3,7,0,0,42.85,TRUE,caught,{47154},11399
1304079,2,Super Kings,101991,11,,,,,,FALSE,DNB,,
734005,1,RCB,7568,1,22,23,1,2,95.65,TRUE,bowled,,59266
734005,1,RCB,9900,2,29,28,4,0,103.57,TRUE,caught,{8813},63646
734005,1,RCB,49752,3,10,11,0,0,90.90,TRUE,run out,"{59266,58406}",
734005,1,RCB,46533,4,33,17,4,1,194.11,TRUE,bowled,,54283
734005,1,RCB,7716,5,68,29,1,9,234.48,FALSE,not out,{-},
734005,1,RCB,47340,6,15,14,1,0,107.14,FALSE,not out,{-},
734005,1,RCB,67457,7,,,,,,FALSE,DNB,,
734005,1,RCB,53330,8,,,,,,FALSE,DNB,,
734005,1,RCB,2041,9,,,,,,FALSE,DNB,,
734005,1,RCB,61325,10,,,,,,FALSE,DNB,,
734005,1,RCB,48998,11,,,,,,FALSE,DNB,,
734005,2,Daredevils,49342,1,1,3,0,0,33.33,TRUE,lbw,,2041
734005,2,Daredevils,58406,2,6,6,1,0,100.00,TRUE,bowled,,53330
734005,2,Daredevils,59599,3,31,25,2,2,124.00,TRUE,caught,{47340},48998
734005,2,Daredevils,8107,4,33,29,2,1,113.79,TRUE,stumping,{9900},61325
734005,2,Daredevils,45222,5,48,30,3,3,160.00,TRUE,bowled,,53330
734005,2,Daredevils,8813,6,1,2,0,0,50.00,TRUE,caught,{61325},2041
734005,2,Daredevils,51482,7,37,20,3,2,185.00,TRUE,run out,{9900},
734005,2,Daredevils,59266,8,2,6,0,0,33.33,FALSE,not out,{-},
734005,2,Daredevils,63646,9,1,1,0,0,100.00,FALSE,not out,{-},
734005,2,Daredevils,19422,10,,,,,,FALSE,DNB,,
734005,2,Daredevils,54283,11,,,,,,FALSE,DNB,,
1178393,1,Super Kings,10125,1,26,24,3,1,108.33,TRUE,caught,{72103},12894
1178393,1,Super Kings,46933,2,54,38,2,4,142.10,TRUE,caught,{53891},12894
1178393,1,Super Kings,15716,3,17,20,1,0,85.00,TRUE,bowled,,12894
1178393,1,Super Kings,7593,4,37,23,4,1,160.86,FALSE,not out,{-},
1178393,1,Super Kings,8999,5,21,15,1,1,140.00,FALSE,not out,{-},
1178393,1,Super Kings,51482,6,,,,,,FALSE,DNB,,
1178393,1,Super Kings,66844,7,,,,,,FALSE,DNB,,
1178393,1,Super Kings,49247,8,,,,,,FALSE,DNB,,
1178393,1,Super Kings,7139,9,,,,,,FALSE,DNB,,
1178393,1,Super Kings,62022,10,,,,,,FALSE,DNB,,
1178393,1,Super Kings,19422,11,,,,,,FALSE,DNB,,
1178393,2,Kings XI,60530,1,55,47,3,1,117.02,TRUE,caught,{49247},66844
1178393,2,Kings XI,7568,2,5,7,1,0,71.42,TRUE,caught,{7593},7139
1178393,2,Kings XI,59599,3,0,2,0,0,0.00,TRUE,caught,{46933},7139
1359526,1,Royals,66116,10,,,,,,FALSE,DNB,,
1178393,2,Kings XI,71335,4,67,59,4,2,113.55,TRUE,caught,{46933},66844
1178393,2,Kings XI,53891,5,6,5,1,0,120.00,TRUE,bowled,,62022
1178393,2,Kings XI,59601,6,1,1,0,0,100.00,FALSE,not out,{-},
1178393,2,Kings XI,72103,7,0,1,0,0,0.00,FALSE,not out,{-},
1178393,2,Kings XI,12894,8,,,,,,FALSE,DNB,,
1178393,2,Kings XI,63646,9,,,,,,FALSE,DNB,,
1178393,2,Kings XI,62500,10,,,,,,FALSE,DNB,,
1178393,2,Kings XI,66116,11,,,,,,FALSE,DNB,,
598028,1,Kings XI,4176,1,42,26,5,2,161.53,TRUE,caught,{11399},11399
598028,1,Kings XI,10129,2,45,44,7,0,102.27,TRUE,caught,{11399},47289
598028,1,Kings XI,4173,3,9,13,1,0,69.23,TRUE,caught,{54283},7804
598028,1,Kings XI,53891,4,44,24,3,4,183.33,FALSE,not out,{-},
598028,1,Kings XI,7519,5,22,13,2,1,169.23,TRUE,caught,{47079},7804
598028,1,Kings XI,47185,6,0,0,0,0,0.00,FALSE,not out,{-},
598028,1,Kings XI,59601,7,,,,,,FALSE,DNB,,
598028,1,Kings XI,66358,8,,,,,,FALSE,DNB,,
598028,1,Kings XI,48319,9,,,,,,FALSE,DNB,,
598028,1,Kings XI,54010,10,,,,,,FALSE,DNB,,
598028,1,Kings XI,61797,11,,,,,,FALSE,DNB,,
598028,2,Daredevils,6315,1,39,42,3,1,92.85,TRUE,caught,{66358},61797
598028,2,Daredevils,61988,2,7,8,0,1,87.50,TRUE,bowled,,48319
598028,2,Daredevils,11399,3,1,7,0,0,14.28,TRUE,caught,{4176},61797
598028,2,Daredevils,48739,4,0,1,0,0,0.00,TRUE,caught,{10129},61797
598028,2,Daredevils,7781,5,30,22,6,0,136.36,TRUE,caught,{4176},54010
598028,2,Daredevils,47079,6,49,29,4,3,168.96,TRUE,bowled,,47185
598028,2,Daredevils,52521,7,12,8,2,0,150.00,FALSE,not out,{-},
598028,2,Daredevils,47289,8,13,4,0,2,325.00,TRUE,caught,{53891},47185
598028,2,Daredevils,54283,9,,,,,,FALSE,DNB,,
598028,2,Daredevils,58274,10,,,,,,FALSE,DNB,,
598028,2,Daredevils,7804,11,,,,,,FALSE,DNB,,
733993,1,Daredevils,58406,1,7,12,0,0,58.33,TRUE,caught,{60530},47154
733993,1,Daredevils,8107,2,35,19,4,2,184.21,TRUE,caught,{15887},12562
733993,1,Daredevils,59599,3,25,18,4,0,138.88,TRUE,caught,{48739},12562
733993,1,Daredevils,8813,4,39,30,1,2,130.00,TRUE,caught,{47154},47078
733993,1,Daredevils,7704,5,21,22,1,1,95.45,TRUE,caught,{48739},47078
733993,1,Daredevils,45222,6,4,5,0,0,80.00,TRUE,bowled,,54282
733993,1,Daredevils,51482,7,5,11,0,0,45.45,TRUE,caught,{11399},47154
733993,1,Daredevils,59266,8,2,3,0,0,66.66,FALSE,not out,{-},
733993,1,Daredevils,63646,9,,,,,,FALSE,DNB,,
733993,1,Daredevils,19422,10,,,,,,FALSE,DNB,,
733993,1,Daredevils,54283,11,,,,,,FALSE,DNB,,
733993,2,Sunrisers,35812,1,4,7,0,0,57.14,TRUE,bowled,,59266
733993,2,Sunrisers,15887,2,4,8,1,0,50.00,TRUE,caught,{45222},54283
733993,2,Sunrisers,48739,3,12,9,1,0,133.33,FALSE,not out,{-},
733993,2,Sunrisers,12701,4,13,3,0,2,433.33,FALSE,not out,{-},
733993,2,Sunrisers,60530,5,,,,,,FALSE,DNB,,
733993,2,Sunrisers,47078,6,,,,,,FALSE,DNB,,
733993,2,Sunrisers,11399,7,,,,,,FALSE,DNB,,
733993,2,Sunrisers,15731,8,,,,,,FALSE,DNB,,
733993,2,Sunrisers,47154,9,,,,,,FALSE,DNB,,
733993,2,Sunrisers,12562,10,,,,,,FALSE,DNB,,
733993,2,Sunrisers,54282,11,,,,,,FALSE,DNB,,
336011,1,Chargers,4176,1,61,49,9,1,124.48,TRUE,caught,{47252},9815
336011,1,Chargers,2347,2,19,20,2,0,95.00,TRUE,caught,{47252},47100
336011,1,Chargers,9570,3,13,11,0,1,118.18,TRUE,caught,{2000},15473
336011,1,Chargers,48405,4,5,8,0,0,62.50,TRUE,run out,{2000},
336011,1,Chargers,4169,5,1,3,0,0,33.33,TRUE,caught,{47100},2000
336011,1,Chargers,8040,6,3,6,0,0,50.00,TRUE,caught,{47252},10125
336011,1,Chargers,49361,7,6,8,1,0,75.00,TRUE,lbw,,2000
336011,1,Chargers,8163,8,23,11,3,1,209.09,FALSE,not out,{-},
336011,1,Chargers,47123,9,2,3,0,0,66.66,TRUE,run out,"{47252,48128}",
336011,1,Chargers,48431,10,1,2,0,0,50.00,FALSE,not out,{-},
336011,1,Chargers,50809,11,,,,,,FALSE,DNB,,
336011,2,Royals,10406,1,40,43,4,0,93.02,TRUE,caught,{48431},47123
336011,2,Royals,15473,2,68,37,9,2,183.78,TRUE,caught,{2347},48431
336011,2,Royals,7632,3,17,14,2,0,121.42,FALSE,not out,{-},
336011,2,Royals,10125,4,5,2,1,0,250.00,FALSE,not out,{-},
336011,2,Royals,7708,5,,,,,,FALSE,DNB,,
336011,2,Royals,49247,6,,,,,,FALSE,DNB,,
336011,2,Royals,2000,7,,,,,,FALSE,DNB,,
336011,2,Royals,47252,8,,,,,,FALSE,DNB,,
336011,2,Royals,48128,9,,,,,,FALSE,DNB,,
336011,2,Royals,9815,10,,,,,,FALSE,DNB,,
336011,2,Royals,47100,11,,,,,,FALSE,DNB,,
1216527,1,Kings XI,60530,1,69,54,7,1,127.77,TRUE,caught,{56596},69114
1216527,1,Kings XI,59599,2,106,50,10,7,212.00,TRUE,caught,{60806},67312
1216527,1,Kings XI,54222,3,13,9,2,0,144.44,FALSE,not out,{-},
1216527,1,Kings XI,70405,4,25,8,1,3,312.50,FALSE,not out,{-},
1216527,1,Kings XI,59600,5,,,,,,FALSE,DNB,,
1216527,1,Kings XI,57196,6,,,,,,FALSE,DNB,,
1216527,1,Kings XI,71335,7,,,,,,FALSE,DNB,,
1216527,1,Kings XI,63646,8,,,,,,FALSE,DNB,,
1216527,1,Kings XI,64443,9,,,,,,FALSE,DNB,,
1216527,1,Kings XI,104770,10,,,,,,FALSE,DNB,,
1216527,1,Kings XI,66116,11,,,,,,FALSE,DNB,,
1216527,2,Royals,53271,1,4,7,0,0,57.14,TRUE,caught,{71335},64443
1216527,2,Royals,50281,2,50,27,7,2,185.18,TRUE,caught,{63646},57196
1216527,2,Royals,60806,3,85,42,4,7,202.38,TRUE,caught,{60530},63646
1216527,2,Royals,60628,4,53,31,0,7,170.96,TRUE,caught,{59599},63646
1216527,2,Royals,8742,5,9,4,2,0,225.00,TRUE,caught,{70405},63646
1216527,2,Royals,72379,6,13,3,0,2,433.33,FALSE,not out,{-},
1216527,2,Royals,96392,7,0,2,0,0,0.00,TRUE,bowled,,66116
1216527,2,Royals,67312,8,4,1,1,0,400.00,FALSE,not out,{-},
1216527,2,Royals,56596,9,,,,,,FALSE,DNB,,
1216527,2,Royals,69114,10,,,,,,FALSE,DNB,,
1216527,2,Royals,59261,11,,,,,,FALSE,DNB,,
980901,1,Mumbai,45256,1,8,8,0,1,100.00,TRUE,bowled,,49327
980901,1,Mumbai,48405,2,7,5,1,0,140.00,TRUE,lbw,,49327
980901,1,Mumbai,70633,3,9,11,2,0,81.81,TRUE,caught,{7593},50771
829705,1,Mumbai,48405,1,98,65,12,4,150.76,FALSE,not out,{-},
980901,1,Mumbai,53271,4,0,2,0,0,0.00,TRUE,caught,{12894},50771
829705,1,Mumbai,35812,2,5,5,1,0,100.00,TRUE,caught,{58274},47289
980901,1,Mumbai,8999,5,22,27,2,0,81.48,TRUE,caught,{46933},12894
829705,1,Mumbai,55296,3,7,7,1,0,100.00,TRUE,caught,{58274},48277
980901,1,Mumbai,49040,6,1,8,0,0,12.50,TRUE,lbw,,7520
980949,1,Supergiants,51096,1,53,45,5,0,117.77,TRUE,run out,{45257},
829705,1,Mumbai,8999,4,0,2,0,0,0.00,TRUE,caught,{15473},47289
980901,1,Mumbai,56596,7,2,16,0,0,12.50,TRUE,caught,{51096},66116
980949,1,Supergiants,15317,2,1,2,0,0,50.00,TRUE,run out,{15716},
598034,1,Super Kings,51216,1,39,23,4,2,169.56,TRUE,caught,{47055},7520
829705,1,Mumbai,51057,5,55,41,4,3,134.14,FALSE,not out,{-},
501264,1,Chargers,15887,1,95,57,14,1,166.66,FALSE,not out,{-},
980901,1,Mumbai,7139,8,45,30,7,1,150.00,FALSE,not out,{-},
980949,1,Supergiants,50281,3,101,54,8,5,187.03,TRUE,bowled,,45257
598034,1,Super Kings,6256,2,95,59,11,2,161.01,TRUE,caught,{54479},49039
829705,1,Mumbai,49040,6,,,,,,FALSE,DNB,,
501264,1,Chargers,49361,2,60,41,5,2,146.34,TRUE,caught,{47308},7793
980901,1,Mumbai,10556,9,12,11,0,1,109.09,TRUE,caught,{50281},47123
980949,1,Supergiants,7593,4,30,18,2,2,166.66,FALSE,not out,{-},
598034,1,Super Kings,15716,3,44,25,4,1,176.00,TRUE,run out,"{54479,9022}",
829705,1,Mumbai,7139,7,,,,,,FALSE,DNB,,
501264,1,Chargers,45222,3,12,10,0,1,120.00,TRUE,caught,{10129},12601
980901,1,Mumbai,53716,10,2,2,0,0,100.00,FALSE,not out,{-},
980949,1,Supergiants,49193,5,3,2,0,0,150.00,FALSE,not out,{-},
598034,1,Super Kings,7593,4,18,12,1,1,150.00,FALSE,not out,{-},
829705,1,Mumbai,45105,8,,,,,,FALSE,DNB,,
829705,1,Mumbai,10556,9,,,,,,FALSE,DNB,,
980901,1,Mumbai,70640,11,,,,,,FALSE,DNB,,
