match_id,innings,team,player_id,wicket,overs,runs
1216518,1,Royals,8742,1,3.30,30
1216518,1,Royals,60806,2,11.40,86
733989,1,Sunrisers,15887,1,3.60,37
1216518,1,Royals,53320,3,12.10,86
733989,1,Sunrisers,35812,2,6.30,55
1216518,1,Royals,53271,4,15.30,110
733989,1,Sunrisers,60530,3,8.60,67
1216518,1,Royals,50281,5,18.10,134
733989,1,Sunrisers,48739,4,11.50,85
1216518,1,Royals,96392,6,18.20,135
733989,1,Sunrisers,12701,5,12.50,89
1216518,2,Sunrisers,48739,1,0.40,4
733989,1,Sunrisers,47078,6,16.10,106
1216518,2,Sunrisers,52161,2,2.40,16
733989,1,Sunrisers,15731,7,16.20,106
733989,1,Sunrisers,47154,8,19.20,125
733989,1,Sunrisers,12562,9,19.40,129
733989,2,Royals,51096,1,0.30,0
733989,2,Royals,59600,2,3.60,27
733989,2,Royals,60806,3,5.50,37
733989,2,Royals,10125,4,6.30,41
733989,2,Royals,10553,5,13.40,78
733989,2,Royals,50281,6,15.40,82
733989,2,Royals,50483,7,17.10,89
733989,2,Royals,7520,8,17.20,89
733989,2,Royals,50709,9,17.60,91
733989,2,Royals,68573,10,19.50,102
734005,1,RCB,7568,1,5.30,33
734005,1,RCB,49752,2,8.10,45
734005,1,RCB,9900,3,12.30,94
734005,1,RCB,46533,4,14.20,107
734005,2,Daredevils,49342,1,0.40,2
734005,2,Daredevils,58406,2,1.60,10
734005,2,Daredevils,59599,3,9.20,73
734005,2,Daredevils,8107,4,11.60,97
734005,2,Daredevils,8813,5,12.60,102
734005,2,Daredevils,45222,6,17.40,147
734005,2,Daredevils,51482,7,19.40,168
419122,1,KKR,2024,1,10.60,70
419122,1,KKR,6377,2,19.20,152
548354,1,Royals,51096,1,1.20,7
419122,1,KKR,7568,3,19.60,155
548354,1,Royals,10125,2,7.50,76
419122,2,Mumbai,15887,1,6.50,61
548354,1,Royals,2281,3,13.20,117
548354,1,Royals,58116,4,15.60,133
419122,2,Mumbai,15317,2,13.60,117
1216496,1,Royals,102743,1,2.20,11
548354,1,Royals,6253,5,19.40,176
419122,2,Mumbai,49040,3,15.50,129
729287,1,Mumbai,6256,1,3.50,20
1216496,1,Royals,60806,2,11.40,132
548354,1,Royals,10553,6,19.60,177
419148,1,KKR,7568,1,5.20,52
729287,1,Mumbai,55296,2,6.50,52
1216496,1,Royals,53891,3,11.60,134
1216496,1,Royals,8742,4,14.10,149
419148,1,KKR,2024,2,11.50,103
729287,1,Mumbai,48405,3,9.10,60
548354,2,Kings XI,59601,1,1.30,8
1216496,1,Royals,60628,5,16.20,167
1216496,1,Royals,96392,6,16.60,173
1216496,1,Royals,50281,7,18.20,178
548354,2,Kings XI,50884,2,5.30,29
419148,1,KKR,47624,3,12.20,103
729287,1,Mumbai,49040,4,11.20,70
1216496,2,Super Kings,10125,1,6.40,56
548354,2,Kings XI,11984,3,7.30,55
1304079,1,Mumbai,48405,1,0.20,0
419148,1,KKR,47023,4,13.10,105
729287,1,Mumbai,8999,5,16.30,101
1216496,2,Super Kings,49342,2,7.30,58
548354,2,Kings XI,10129,4,8.30,59
1304079,1,Mumbai,75325,2,0.50,2
419148,1,KKR,10384,5,16.30,134
729287,1,Mumbai,51057,6,16.40,101
1216496,2,Super Kings,72103,3,8.50,77
548354,2,Kings XI,4173,5,14.50,95
1304079,1,Mumbai,95429,3,2.60,23
419148,1,KKR,51216,6,17.30,137
729287,1,Mumbai,7678,7,17.20,101
1216496,2,Super Kings,95094,4,8.60,77
548354,2,Kings XI,66725,6,16.30,112
1304079,1,Mumbai,61990,4,7.30,47
419148,1,KKR,17752,7,18.60,155
729287,1,Mumbai,7139,8,18.50,110
1216496,2,Super Kings,51482,5,13.40,114
548354,2,Kings XI,47185,7,17.30,120
1304079,1,Mumbai,104752,5,13.30,85
419148,1,KKR,48965,8,19.10,155
729287,1,Mumbai,45105,9,19.40,113
1216496,2,Super Kings,46933,6,18.50,179
548354,2,Kings XI,12601,8,18.20,123
1304079,1,Mumbai,49040,6,16.20,111
419148,1,KKR,49327,9,19.30,155
729287,2,RCB,55245,1,2.60,16
1304079,1,Mumbai,80807,7,17.20,120
419148,2,RCB,2232,1,2.50,11
729287,2,RCB,49752,2,3.30,17
1304079,2,Super Kings,95094,1,0.10,0
419148,2,RCB,7575,2,11.40,83
729287,2,RCB,7716,3,3.50,17
419148,2,RCB,2281,3,13.20,102
1304079,2,Super Kings,64864,2,2.30,16
1304079,2,Super Kings,8742,3,8.60,66
1304079,2,Super Kings,74975,4,12.50,88
1304079,2,Super Kings,8999,5,14.50,102
1304079,2,Super Kings,49247,6,15.40,106
1304079,2,Super Kings,54430,7,19.10,139
548348,1,Chargers,9900,1,0.10,0
548348,1,Chargers,15887,2,4.40,23
548348,1,Chargers,9587,3,18.60,180
548348,1,Chargers,12049,4,19.10,180
548348,2,Warriors,51454,1,0.10,0
548348,2,Warriors,8876,2,11.40,90
548348,2,Warriors,2024,3,12.40,96
548348,2,Warriors,8742,4,18.50,158
548348,2,Warriors,7630,5,19.50,172
1178393,1,Super Kings,10125,1,7.20,56
1178393,1,Super Kings,46933,2,13.30,100
1178393,1,Super Kings,15716,3,13.40,100
1178393,2,Kings XI,7568,1,1.40,7
1178393,2,Kings XI,59599,2,1.60,7
1178393,2,Kings XI,60530,3,17.30,117
1178393,2,Kings XI,53891,4,18.60,135
1178393,2,Kings XI,71335,5,19.40,137
733993,1,Daredevils,58406,1,2.40,10
733993,1,Daredevils,8107,2,6.30,54
733993,1,Daredevils,59599,3,8.50,73
733993,1,Daredevils,8813,4,16.10,128
733993,1,Daredevils,7704,5,16.50,132
733993,1,Daredevils,45222,6,18.60,139
733993,1,Daredevils,51482,7,19.60,143
733993,2,Sunrisers,15887,1,1.40,13
733993,2,Sunrisers,35812,2,3.20,25
980901,1,Mumbai,48405,1,1.10,8
980901,1,Mumbai,45256,2,3.50,29
980901,1,Mumbai,70633,3,4.10,29
980901,1,Mumbai,53271,4,4.60,30
980901,1,Mumbai,49040,5,7.10,40
980901,1,Mumbai,56596,6,10.60,51
980901,1,Mumbai,8999,7,15.10,68
980901,1,Mumbai,10556,8,18.40,96
980901,2,Supergiants,46933,1,9.40,78
336011,1,Chargers,2347,1,7.60,61
336011,1,Chargers,9570,2,12.20,88
336011,1,Chargers,4176,3,13.30,97
336011,1,Chargers,4169,4,14.20,100
336011,1,Chargers,48405,5,15.40,105
336011,1,Chargers,8040,6,16.20,105
336011,1,Chargers,49361,7,18.30,126
336011,1,Chargers,47123,8,19.10,130
336011,2,Royals,15473,1,12.40,109
336011,2,Royals,10406,2,15.30,133
598028,1,Kings XI,4176,1,7.30,60
598028,1,Kings XI,4173,2,11.30,86
598028,1,Kings XI,10129,3,16.20,120
598028,1,Kings XI,7519,4,19.50,167
598028,2,Daredevils,61988,1,2.40,11
598028,2,Daredevils,11399,2,3.50,12
598028,2,Daredevils,48739,3,3.60,12
598028,2,Daredevils,7781,4,10.40,61
598028,2,Daredevils,6315,5,16.10,111
598028,2,Daredevils,47079,6,19.10,150
598028,2,Daredevils,47289,7,19.60,164
980949,1,Supergiants,15317,1,2.30,13
980949,1,Supergiants,51096,2,13.40,124
1216527,1,Kings XI,59599,1,16.30,183
1216527,1,Kings XI,60530,2,17.60,194
501264,1,Chargers,49361,1,13.20,131
980949,1,Supergiants,50281,3,19.30,188
598034,1,Super Kings,51216,1,10.10,103
1216527,2,Royals,53271,1,2.20,19
501264,1,Chargers,45222,2,16.10,158
980949,2,Guj Lions,10384,1,8.10,93
598034,1,Super Kings,6256,2,15.50,158
1216527,2,Royals,50281,2,8.60,100
501264,2,Kings XI,7793,1,1.40,9
980949,2,Guj Lions,45554,2,10.50,115
598034,1,Super Kings,15716,3,19.20,190
1216527,2,Royals,60806,3,16.10,161
501264,2,Kings XI,10129,2,2.60,22
980949,2,Guj Lions,8813,3,16.20,166
598034,2,KKR,7773,1,2.40,32
1216527,2,Royals,8742,4,18.10,203
501264,2,Kings XI,4176,3,10.40,83
980949,2,Guj Lions,45257,4,18.20,180
598034,2,KKR,10384,2,5.60,63
1216527,2,Royals,60628,5,18.60,222
501264,2,Kings XI,8813,4,10.60,84
980949,2,Guj Lions,49247,5,18.30,180
598034,2,KKR,2232,3,12.20,99
1216527,2,Royals,96392,6,19.20,222
501264,2,Kings XI,47308,5,13.30,91
980949,2,Guj Lions,15716,6,19.30,193
598034,2,KKR,11920,4,18.30,178
501264,2,Kings XI,45890,6,15.30,102
980949,2,Guj Lions,75325,7,19.40,193
501264,2,Kings XI,59601,7,15.40,102
829705,1,Mumbai,35812,1,1.30,8
501264,2,Kings XI,12601,8,15.50,102
829705,1,Mumbai,55296,2,4.60,37
501264,2,Kings XI,48319,9,17.10,104
829705,1,Mumbai,8999,3,5.20,37
501264,2,Kings XI,61489,10,18.60,116
829705,2,KKR,8742,1,2.50,13
829705,2,KKR,51454,2,11.60,98
829705,2,KKR,7773,3,14.20,121
1082644,1,Mumbai,45256,1,2.20,12
1082644,1,Mumbai,48405,2,8.20,69
1082644,1,Mumbai,15317,3,15.60,130
1082644,1,Mumbai,8999,4,18.50,168
1082644,1,Mumbai,49040,5,19.40,170
1082644,2,KKR,49039,1,0.40,0
1082644,2,KKR,7773,2,4.30,41
1082644,2,KKR,8742,3,5.60,53
1082644,2,KKR,54340,4,6.20,53
1082644,2,KKR,15473,5,8.60,87
1082644,2,KKR,47231,6,14.10,128
1082644,2,KKR,51454,7,17.10,149
1082644,2,KKR,67609,8,18.30,158
598054,1,RCB,7568,1,1.60,6
598054,1,RCB,17752,2,4.60,32
598054,1,RCB,47078,3,13.20,89
598054,1,RCB,49752,4,19.60,183
598054,2,Daredevils,6315,1,3.10,25
598054,2,Daredevils,7781,2,5.20,49
598054,2,Daredevils,48739,3,6.50,60
598054,2,Daredevils,47079,4,14.10,118
598054,2,Daredevils,61988,5,16.10,129
598054,2,Daredevils,51482,6,16.30,131
598054,2,Daredevils,47289,7,19.50,175
1216495,1,Mumbai,48405,1,2.30,12
1216495,1,Mumbai,58406,2,4.40,39
1216495,1,Mumbai,61990,3,11.10,81
1216495,1,Mumbai,63224,4,11.40,81
1216495,1,Mumbai,15317,5,12.10,82
1216495,1,Mumbai,75325,6,16.30,115
1216495,1,Mumbai,49958,7,17.20,116
1216495,1,Mumbai,49040,8,19.30,145
1359486,1,Mumbai,48405,1,3.60,38
1359486,1,Mumbai,75325,2,6.40,64
1359486,1,Mumbai,61990,3,7.20,67
1359486,1,Mumbai,96335,4,8.20,73
1359486,1,Mumbai,108342,5,9.10,76
1359486,1,Mumbai,104396,6,12.60,102
1359486,1,Mumbai,69697,7,15.60,113
1359486,1,Mumbai,83439,8,16.60,131
1359486,2,Super Kings,58403,1,0.40,0
1359486,2,Super Kings,51096,2,7.60,82
1359486,2,Super Kings,74975,3,14.20,125
1082607,1,Supergiant,51096,1,7.40,63
1082607,1,Supergiant,61999,2,8.20,69
1082607,1,Supergiant,7593,3,15.60,127
1082607,1,Supergiant,50281,4,16.10,127
392220,1,Chargers,4176,1,3.30,21
1082607,1,Supergiant,44853,5,16.50,129
392220,1,Chargers,12084,2,5.50,42
1082607,1,Supergiant,53320,6,17.10,130
392220,1,Chargers,48405,3,9.30,70
1082607,1,Supergiant,63477,7,17.20,130
392220,1,Chargers,4382,4,11.30,83
1082607,1,Supergiant,47624,8,19.60,161
392220,1,Chargers,2166,5,16.20,120
1082607,2,RCB,59601,1,1.50,14
392220,1,Chargers,8163,6,18.40,155
1082607,2,RCB,49752,2,5.30,41
392220,1,Chargers,45554,7,19.50,164
1082607,2,RCB,46533,3,10.20,70
392220,2,Royals,10406,1,1.10,5
1082607,2,RCB,51482,4,14.50,91
392220,2,Royals,8114,2,3.50,19
1082607,2,RCB,10125,5,15.50,101
392220,2,Royals,12701,3,7.50,43
1082607,2,RCB,66253,6,17.30,123
392220,2,Royals,15473,4,11.20,74
1082607,2,RCB,10553,7,17.60,125
1082607,2,RCB,45772,8,18.20,126
392220,2,Royals,12106,5,13.10,83
1082607,2,RCB,62153,9,19.30,132
392220,2,Royals,49042,6,13.40,85
392220,2,Royals,47289,7,15.20,96
392220,2,Royals,2000,8,15.40,97
392220,2,Royals,9815,9,16.30,98
392220,2,Royals,47100,10,19.30,113
335985,1,Mumbai,17850,1,1.50,9
335985,1,Mumbai,7447,1,,20
335985,1,Mumbai,1988,2,5.40,46
335985,1,Mumbai,48349,3,13.30,97
335985,1,Mumbai,8742,4,16.50,125
335985,1,Mumbai,47308,5,18.50,152
335985,1,Mumbai,2228,6,19.60,165
335985,2,RCB,2120,1,4.60,37
335985,2,RCB,2281,2,8.50,68
335985,2,RCB,44930,3,9.60,76
335985,2,RCB,49752,4,13.30,106
335985,2,RCB,2232,5,18.40,161
734031,1,Mumbai,45256,1,7.60,87
734031,1,Mumbai,6256,2,11.60,120
734031,1,Mumbai,48405,3,14.20,140
734031,1,Mumbai,49040,4,14.40,141
734031,1,Mumbai,8999,5,15.40,151
734031,1,Mumbai,55296,6,16.30,157
734031,1,Mumbai,7139,7,17.20,161
734031,1,Mumbai,59394,8,18.20,168
734031,1,Mumbai,48431,9,18.60,171
734031,1,Mumbai,56596,10,19.30,173
734031,2,Daredevils,49342,1,5.20,43
734031,2,Daredevils,8107,2,8.50,59
734031,2,Daredevils,8813,3,9.40,61
734031,2,Daredevils,47624,4,18.30,146
1136588,1,Sunrisers,15887,1,2.10,17
1136588,1,Sunrisers,49532,2,13.30,109
980955,1,Kings XI,54212,1,6.40,65
980955,1,Kings XI,10129,2,7.50,70
1136588,1,Sunrisers,51088,3,14.50,116
829821,1,RCB,49752,1,4.10,23
980955,1,Kings XI,54222,3,7.60,70
1136588,1,Sunrisers,48277,4,17.10,133
829821,1,RCB,46533,2,4.60,25
980955,1,Kings XI,66725,4,8.50,73
1136588,1,Sunrisers,15473,5,17.60,137
829821,1,RCB,59601,3,7.10,36
980955,1,Kings XI,49342,5,13.10,100
1136588,1,Sunrisers,51454,6,18.50,143
829821,1,RCB,7568,4,13.30,80
980955,1,Kings XI,53891,6,17.20,139
1136588,1,Sunrisers,79159,7,19.50,150
829821,1,RCB,8813,5,16.20,107
980955,1,Kings XI,67455,7,18.20,145
1136588,2,Royals,61999,1,2.20,13
829821,1,RCB,48777,6,18.20,125
980955,1,Kings XI,51216,8,18.50,151
1136588,2,Royals,60806,2,9.40,72
829821,1,RCB,59260,7,19.30,138
980955,1,Kings XI,66722,9,19.30,153
1136588,2,Royals,53320,3,10.20,73
829821,1,RCB,71335,8,19.50,139
980955,1,Kings XI,77835,10,19.50,154
1136588,2,Royals,53271,4,13.60,96
829821,2,Super Kings,45554,1,3.10,21
980955,2,Guj Lions,10384,1,1.40,13
1136588,2,Royals,81197,5,18.30,128
829821,2,Super Kings,46933,2,9.20,61
980955,2,Guj Lions,15716,2,4.60,34
1136588,2,Royals,60737,6,19.50,139
980955,2,Guj Lions,45554,3,6.30,38
829821,2,Super Kings,15716,3,9.40,61
980955,2,Guj Lions,8813,4,6.50,39
829821,2,Super Kings,6256,4,16.30,108
980955,2,Guj Lions,45257,5,6.60,39
829821,2,Super Kings,66253,5,18.50,135
980955,2,Guj Lions,49247,6,10.10,57
829821,2,Super Kings,45257,6,18.60,135
980955,2,Guj Lions,75325,7,14.50,86
829821,2,Super Kings,7593,7,19.40,139
980955,2,Guj Lions,48319,8,18.60,125
980955,2,Guj Lions,50483,9,19.20,125
734035,1,RCB,53649,1,0.50,2
734035,1,RCB,12928,2,4.50,31
734035,1,RCB,67457,3,5.40,33
734035,1,RCB,7716,4,13.60,88
734035,1,RCB,46533,5,17.40,130
734035,1,RCB,49752,6,19.20,150
734035,2,Super Kings,45554,1,4.20,57
734035,2,Super Kings,15716,2,9.30,85
501241,1,Mumbai,47065,1,2.30,18
501241,1,Mumbai,1934,2,8.20,58
501241,1,Mumbai,8999,3,10.60,69
548380,1,Super Kings,6256,1,8.10,68
501241,1,Mumbai,48405,4,14.20,96
548380,1,Super Kings,15716,2,13.40,137
501241,1,Mumbai,12084,5,16.30,114
548380,1,Super Kings,7593,3,16.30,173
501241,1,Mumbai,4382,6,17.50,124
548380,1,Super Kings,9505,4,17.10,183
548380,1,Super Kings,49342,5,19.60,222
501241,1,Mumbai,49040,7,19.60,160
548380,2,Daredevils,48739,1,2.20,17
501241,2,Warriors,44946,1,0.10,0
548380,2,Daredevils,7781,2,3.40,22
501241,2,Warriors,10406,2,3.40,17
548380,2,Daredevils,44930,3,8.20,74
501241,2,Warriors,8021,3,8.40,46
548380,2,Daredevils,51012,4,11.40,106
501241,2,Warriors,7716,4,12.50,77
548380,2,Daredevils,12701,5,13.20,117
501241,2,Warriors,51454,5,18.20,119
548380,2,Daredevils,6315,6,14.40,127
501241,2,Warriors,7630,6,18.60,128
548380,2,Daredevils,8163,7,14.50,127
501241,2,Warriors,51187,7,19.50,139
548380,2,Daredevils,50618,8,15.50,135
548380,2,Daredevils,58274,9,16.30,136
548380,2,Daredevils,57444,10,16.50,136
734039,1,Daredevils,59599,1,2.20,13
734039,1,Daredevils,8813,2,5.20,44
734039,1,Daredevils,51482,3,5.60,44
734039,1,Daredevils,47624,4,9.30,67
734039,1,Daredevils,45222,5,12.30,91
734039,1,Daredevils,8107,6,13.40,93
734039,1,Daredevils,57196,7,16.60,110
734039,1,Daredevils,63646,8,17.20,111
734039,1,Daredevils,19422,9,17.60,115
734039,1,Daredevils,59261,10,18.10,115
734039,2,Kings XI,7781,1,2.20,13
734039,2,Kings XI,54222,2,3.20,16
734039,2,Kings XI,66358,3,13.20,112
419164,1,Chargers,4176,1,0.40,4
419164,1,Chargers,8539,2,1.10,4
419164,1,Chargers,48405,3,3.20,15
419164,1,Chargers,4382,4,6.10,27
419164,1,Chargers,45554,5,8.20,35
419164,1,Chargers,7642,6,15.10,78
419164,1,Chargers,8163,7,16.30,82
419164,1,Chargers,50810,8,17.60,82
419164,1,Chargers,12601,9,18.10,82
419164,1,Chargers,48431,10,18.30,82
419164,2,RCB,2232,1,7.20,36
1082624,1,Supergiant,51096,1,3.10,18
1082624,1,Supergiant,61999,2,8.20,58
419116,1,Daredevils,48739,1,3.30,35
1082624,1,Supergiant,50281,3,13.50,108
419116,1,Daredevils,7419,2,11.20,102
1082624,2,RCB,66190,1,1.60,11
419116,1,Daredevils,7781,3,11.40,103
1082624,2,RCB,46533,2,4.40,32
419116,1,Daredevils,46533,4,12.30,107
1082624,2,RCB,51482,3,7.40,44
419116,1,Daredevils,8813,5,16.20,146
1082624,2,RCB,61479,4,8.40,47
1082624,2,RCB,10553,5,9.50,48
1082624,2,RCB,66253,6,12.40,61
419116,1,Daredevils,7520,6,19.20,177
1082624,2,RCB,62153,7,14.60,71
419116,2,Super Kings,9900,1,2.10,21
1082624,2,RCB,45772,8,16.50,82
419116,2,Super Kings,8821,2,6.60,64
1082624,2,RCB,49752,9,17.50,84
419116,2,Super Kings,2119,3,13.30,142
419116,2,Super Kings,9505,4,15.20,154
419116,2,Super Kings,6335,5,17.50,169
1359490,1,Capitals,95315,1,3.40,33
1136589,1,RCB,58406,1,8.10,67
1359490,1,Capitals,51454,2,8.30,76
1136589,1,RCB,10384,2,9.50,74
1359490,1,Capitals,110977,3,9.50,81
1136589,1,RCB,66358,3,9.60,75
1359490,1,Capitals,80425,4,10.40,86
1136589,1,RCB,59601,4,17.30,140
1359490,1,Capitals,86109,5,12.30,98
1136589,2,KKR,49039,1,7.10,59
1359490,1,Capitals,67455,6,18.10,165
1136589,2,KKR,8742,2,12.20,108
1359490,1,Capitals,48739,7,18.30,166
1136589,2,KKR,70411,2,,139
1359490,1,Capitals,67609,8,18.40,166
1136589,2,KKR,51012,3,16.30,139
1359490,1,Capitals,110107,9,18.60,166
1136589,2,KKR,8813,4,18.50,171
1359490,1,Capitals,63651,10,19.40,172
1359490,2,Mumbai,75325,1,7.30,71
1359490,2,Mumbai,104396,2,15.50,139
1359490,2,Mumbai,61990,3,15.60,139
1359490,2,Mumbai,48405,4,16.50,143
501238,1,Daredevils,7781,1,2.30,21
501238,1,Daredevils,48739,2,5.50,42
501238,1,Daredevils,12701,3,6.20,43
501238,1,Daredevils,53582,4,14.50,97
501238,1,Daredevils,8163,5,17.10,116
501238,1,Daredevils,12036,6,18.60,135
501238,2,Kochi,10384,1,5.10,61
501238,2,Kochi,8241,2,7.10,71
501238,2,Kochi,6315,3,9.60,89
548378,1,KKR,7773,1,5.50,48
548378,1,KKR,10384,2,12.40,87
548378,1,KKR,48277,3,13.40,91
548378,1,KKR,2232,4,15.60,106
548378,2,Daredevils,48739,1,1.60,24
548378,2,Daredevils,7781,2,2.10,24
548378,2,Daredevils,12701,3,10.20,83
548378,2,Daredevils,6315,4,14.40,108
548378,2,Daredevils,8163,5,16.50,120
548378,2,Daredevils,44930,6,18.50,133
548378,2,Daredevils,66253,7,19.30,142
548378,2,Daredevils,47289,8,19.40,142
1254114,1,Capitals,15887,1,3.20,36
1254114,1,Capitals,71331,2,5.30,50
1254114,1,Capitals,67455,3,9.40,77
1254114,1,Capitals,95315,4,10.20,80
1254114,1,Capitals,72393,5,18.40,163
1254114,2,Super Kings,46933,1,0.40,3
1254114,2,Super Kings,8742,2,13.30,113
1254114,2,Super Kings,63477,3,13.60,117
1254114,2,Super Kings,8999,4,14.40,119
1254114,2,Super Kings,95094,5,18.10,149
1254114,2,Super Kings,46597,6,19.10,160
336009,1,Daredevils,7781,1,4.60,45
336009,1,Daredevils,46533,2,5.20,46
336009,1,Daredevils,7773,3,17.60,167
336009,1,Daredevils,15887,4,18.50,175
336009,1,Daredevils,8270,5,19.10,176
336009,2,Super Kings,7528,1,6.10,62
336009,2,Super Kings,2121,2,9.30,97
336009,2,Super Kings,15716,3,10.10,98
336009,2,Super Kings,9505,4,14.10,138
336009,2,Super Kings,7593,5,18.10,166
336009,2,Super Kings,48520,6,18.20,166
392227,1,Mumbai,45257,1,2.10,7
392227,1,Mumbai,1988,2,5.60,49
392227,1,Mumbai,1934,3,10.50,74
392227,1,Mumbai,45222,4,19.30,139
392227,1,Mumbai,7139,5,19.60,147
392227,2,Super Kings,9900,1,0.10,0
392227,2,Super Kings,15716,2,3.50,24
392227,2,Super Kings,8821,3,10.50,64
734021,1,RCB,9900,1,0.50,5
734021,1,RCB,7568,2,5.10,23
734021,1,RCB,7716,3,12.20,80
734021,1,RCB,49752,4,17.30,141
734021,1,RCB,46533,5,18.10,146
734021,1,RCB,53330,6,19.60,160
734021,2,Sunrisers,15887,1,12.30,100
734021,2,Sunrisers,48739,2,16.10,126
734021,2,Sunrisers,12701,3,18.40,150
1216492,1,Mumbai,48405,1,4.40,46
1216492,1,Mumbai,58406,2,5.10,48
1216492,1,Mumbai,61990,3,10.60,92
1216492,1,Mumbai,15317,4,14.10,121
1216492,1,Mumbai,70633,5,14.50,124
1216492,1,Mumbai,63224,6,16.10,136
1216492,1,Mumbai,49040,7,18.10,151
1216492,1,Mumbai,50781,8,18.50,156
1216492,1,Mumbai,51092,9,19.10,156
1216492,2,Super Kings,10125,1,0.60,5
1216492,2,Super Kings,49342,2,1.60,6
1216492,2,Super Kings,8999,3,15.60,121
1216492,2,Super Kings,49247,4,17.10,134
1216492,2,Super Kings,72103,5,18.20,153
1304106,1,Punjab Kings,15887,1,4.60,60
1304106,1,Punjab Kings,56511,2,6.40,85
1304106,1,Punjab Kings,52161,3,9.10,101
1304106,1,Punjab Kings,59599,4,14.60,152
1304106,1,Punjab Kings,75347,5,16.20,164
1304106,1,Punjab Kings,104281,6,17.30,173
1304106,1,Punjab Kings,59832,7,19.20,206
1304106,1,Punjab Kings,51491,8,19.40,207
1304106,1,Punjab Kings,95219,9,19.60,209
1304106,2,RCB,49752,1,3.20,33
1304106,2,RCB,46933,2,4.20,34
1304106,2,RCB,81197,3,4.50,40
1304106,2,RCB,80645,4,10.60,104
1304106,2,RCB,54222,5,11.20,104
1304106,2,RCB,8813,6,14.50,120
1304106,2,RCB,103588,7,15.40,124
1304106,2,RCB,78239,8,16.40,137
1304106,2,RCB,59260,9,18.10,142
733977,1,Sunrisers,35812,1,2.50,20
733977,1,Sunrisers,60530,2,3.60,29
733977,1,Sunrisers,15887,3,12.60,91
733977,1,Sunrisers,44829,4,15.60,115
733977,1,Sunrisers,12701,5,18.60,149
733977,1,Sunrisers,48739,6,19.40,150
733977,2,RCB,9900,1,1.10,5
733977,2,RCB,49752,2,1.60,6
733977,2,RCB,7568,3,6.40,38
733977,2,RCB,53649,4,10.10,59
733977,2,RCB,7716,5,14.30,95
733977,2,RCB,53330,6,19.10,152
548311,1,Super Kings,49342,1,0.50,2
548311,1,Super Kings,15716,2,5.30,42
548311,1,Super Kings,46933,3,8.10,63
548311,1,Super Kings,8821,4,12.20,94
548311,1,Super Kings,7593,5,14.50,120
548311,1,Super Kings,49247,6,17.20,147
548311,2,Chargers,9707,1,3.60,32
548311,2,Chargers,15887,2,6.20,45
548311,2,Chargers,9900,3,10.30,77
548311,2,Chargers,12049,4,11.30,85
548311,2,Chargers,12018,5,12.30,94
548311,2,Chargers,44853,6,13.50,98
548311,2,Chargers,53549,7,14.10,99
548311,2,Chargers,49361,8,14.30,99
548311,2,Chargers,47154,9,16.60,119
548311,2,Chargers,60609,10,17.10,119
829725,1,Kings XI,49342,1,4.60,33
829725,1,Kings XI,51216,2,13.50,104
829725,1,Kings XI,7781,3,14.60,115
829725,1,Kings XI,54222,4,15.60,131
829725,1,Kings XI,53891,5,16.60,137
829725,1,Kings XI,35384,6,19.50,165
829725,1,Kings XI,67455,7,19.60,165
829725,2,Daredevils,71331,1,2.50,23
829725,2,Daredevils,45222,2,7.20,53
829725,2,Daredevils,7716,3,18.20,159
829725,2,Daredevils,59599,4,18.30,159
829725,2,Daredevils,51482,5,19.30,165
336001,1,Super Kings,2121,1,3.20,23
336001,1,Super Kings,9900,2,8.10,65
336001,1,Super Kings,7528,3,14.50,122
336001,1,Super Kings,7593,4,17.10,137
336001,1,Super Kings,15716,5,18.20,145
336001,1,Super Kings,9505,6,19.50,163
336001,2,Daredevils,7781,1,11.20,115
336001,2,Daredevils,7773,2,14.30,139
1370350,1,Super Kings,95094,1,10.30,87
1370350,1,Super Kings,74975,2,11.30,90
1370350,1,Super Kings,51096,3,14.50,121
1370350,1,Super Kings,58403,4,15.10,125
1370350,1,Super Kings,8999,5,17.60,148
1370350,1,Super Kings,7593,6,18.50,155
1370350,1,Super Kings,49247,7,19.60,172
1370350,2,Titans,51216,1,2.60,22
1370350,2,Titans,70633,2,5.50,41
1370350,2,Titans,61690,3,10.30,72
1370350,2,Titans,53891,4,12.50,88
1370350,2,Titans,95316,5,13.10,88
1370350,2,Titans,60628,6,14.30,98
1370350,2,Titans,63509,7,17.30,136
1370350,2,Titans,99252,8,17.40,136
1370350,2,Titans,79159,9,18.30,142
1370350,2,Titans,63646,10,19.60,157
501203,1,KKR,11920,1,8.20,51
501203,1,KKR,2232,2,12.30,90
501203,1,KKR,7773,3,16.50,133
501203,1,KKR,15473,4,19.60,163
501203,2,Chargers,51189,1,2.30,10
501203,2,Chargers,15887,2,3.20,15
501203,2,Chargers,9587,3,8.60,53
501203,2,Chargers,45222,4,12.20,81
501203,2,Chargers,12018,5,13.60,88
501203,2,Chargers,44853,6,16.40,124
501203,2,Chargers,49361,7,17.10,127
501203,2,Chargers,47154,8,19.40,146
598020,1,Super Kings,49342,1,4.30,30
598020,1,Super Kings,15716,2,12.50,90
598020,1,Super Kings,7593,3,19.30,164
598020,1,Super Kings,45257,4,19.60,169
598020,2,Daredevils,48739,1,1.30,11
598020,2,Daredevils,59259,2,1.60,13
598020,2,Daredevils,6315,3,4.60,30
598020,2,Daredevils,7781,4,5.10,30
598020,2,Daredevils,24777,5,10.20,61
